,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage,MasVnrArea,GarageYrBlt,MasVnrType,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Electrical,GarageType,GarageFinish,GarageQual,GarageCond,SalePrice
826,7,4,163,1,3,3,0,4,0,3,2,2,0,1,4,5,27,0,1,0,8,8,1,4,0,477,0,0,501,1,2,1,527,0,0,685,1,0,1,0,2,1,2,7,6,0,0,0,2,0,0,8,0,0,0,0,7,2,8,4,56,0,66,2,3,3,3,0,5,4,1,2,4,4,109500
827,4,3,362,1,0,3,0,4,0,20,2,2,0,2,6,4,101,51,1,0,12,12,2,4,2,121,0,141,250,1,0,1,268,0,0,249,0,0,2,0,3,1,2,8,6,1,2,210,2,129,124,0,0,0,0,0,6,3,8,4,71,0,87,2,2,3,3,2,5,4,1,1,4,4,189000
828,9,3,12,1,1,2,0,1,2,4,2,2,0,5,4,4,67,17,0,4,9,9,1,4,2,146,129,0,11,1,4,1,118,356,0,576,0,1,2,1,3,1,1,9,3,0,2,218,2,203,0,0,0,44,0,0,8,3,8,0,77,0,53,2,3,1,1,3,0,4,1,0,4,4,185000
829,1,1,53,1,3,3,0,4,0,21,2,2,3,5,6,4,105,55,1,0,8,8,2,4,2,0,0,506,411,1,0,1,447,179,22,125,0,0,2,1,2,1,2,6,6,0,2,172,2,0,52,0,0,0,0,0,9,0,8,4,35,0,91,2,2,3,3,5,5,4,5,1,4,4,147400
830,4,3,756,1,0,3,0,0,0,12,2,2,0,2,5,4,57,7,1,0,6,6,1,4,1,13,0,345,228,1,4,1,252,0,0,227,1,0,1,1,3,1,1,8,6,2,2,153,2,0,0,0,0,35,0,0,8,2,8,4,87,186,43,1,3,3,3,4,5,0,1,1,4,4,166000
831,1,1,66,1,3,3,0,4,0,21,2,2,4,5,6,4,105,55,1,0,8,8,1,4,2,0,0,506,411,1,0,1,447,171,22,112,0,0,2,1,2,1,2,6,6,0,2,172,2,0,52,0,0,0,0,0,8,0,8,4,36,0,91,2,2,3,3,5,5,4,5,1,4,4,151000
832,9,3,502,1,0,3,0,1,0,5,2,2,0,5,6,5,103,53,1,0,12,12,2,4,2,290,0,423,597,1,0,1,634,325,0,473,1,0,2,1,3,1,2,9,6,1,2,268,2,69,124,0,0,0,0,0,0,4,8,4,50,96,89,1,2,3,3,2,5,4,1,1,4,4,237000
833,4,3,555,1,3,3,0,4,0,12,2,2,0,2,5,5,64,14,1,0,6,9,1,4,1,118,67,719,278,1,4,1,303,0,0,299,0,0,1,1,3,1,1,8,6,0,2,164,2,0,0,0,0,15,0,0,4,3,8,4,0,70,50,1,3,3,3,4,1,4,1,1,4,4,167000
834,4,3,285,1,3,3,0,4,0,12,2,2,0,2,4,5,61,11,1,0,12,12,1,4,1,353,0,491,94,1,2,1,105,0,0,83,1,0,1,0,3,1,1,8,6,0,2,151,2,0,0,0,0,0,0,0,11,2,8,4,82,32,47,1,3,3,3,4,5,4,1,2,4,4,139950
835,4,3,512,1,3,3,0,4,0,19,2,2,0,2,3,6,50,45,1,0,12,6,1,4,1,271,0,519,44,1,4,1,47,0,0,31,0,0,2,0,2,1,2,6,3,0,2,135,2,129,0,0,0,0,0,0,4,4,8,4,66,0,82,2,2,3,3,1,5,4,1,2,4,4,128000
836,5,4,309,1,3,3,0,4,0,17,2,2,0,2,4,5,48,23,1,0,12,12,1,4,0,198,0,78,291,1,2,1,323,0,0,326,1,0,1,0,2,1,1,7,3,0,2,346,2,0,16,63,0,0,0,0,8,1,0,4,97,0,34,2,3,3,3,4,5,4,5,2,4,4,153500
837,1,4,32,1,3,3,0,4,0,2,2,2,3,5,5,4,73,23,1,0,6,6,1,4,1,194,0,163,386,1,4,1,445,124,0,764,1,0,1,1,2,1,1,7,6,0,1,36,2,0,0,0,0,0,0,0,2,2,8,4,34,50,59,1,3,3,3,1,5,4,5,2,4,4,100000
838,4,3,499,1,3,3,0,4,0,5,2,2,0,2,4,5,95,56,1,0,12,12,1,4,2,0,0,44,65,1,0,1,72,0,0,50,0,0,1,1,3,1,2,8,6,0,1,82,2,124,0,0,0,0,0,0,8,2,8,4,82,0,85,2,2,3,3,5,5,4,1,2,4,4,144000
839,8,3,744,1,3,3,0,4,0,7,2,2,0,0,4,5,46,45,1,0,8,8,1,4,1,207,0,396,491,1,0,1,517,105,0,112,0,0,1,0,3,1,1,8,6,0,1,25,2,0,0,0,0,0,0,0,7,2,8,4,76,0,32,2,3,3,3,1,5,4,5,2,4,4,130500
840,10,2,777,1,0,3,0,4,0,18,2,2,0,5,5,7,28,0,1,0,13,13,1,4,0,96,0,459,439,1,4,0,545,201,0,277,0,0,2,0,4,1,0,9,6,0,1,107,1,0,0,73,0,0,0,0,5,2,8,4,77,0,22,2,3,3,3,1,5,4,5,2,4,4,140000
841,10,4,612,1,3,3,0,4,0,17,2,2,0,5,4,7,9,52,1,0,8,8,1,4,2,0,0,532,429,1,2,1,646,161,0,314,0,0,2,0,3,1,2,10,6,1,2,311,1,224,165,104,0,0,0,0,8,2,8,4,66,0,69,2,3,3,3,5,5,4,5,2,2,4,157500
842,12,3,430,1,3,3,0,4,0,12,2,2,0,7,5,6,66,16,1,0,6,6,1,4,1,182,102,285,84,1,4,1,122,0,0,95,1,0,1,1,3,1,1,8,6,0,2,179,2,0,27,0,0,0,0,0,7,2,8,4,89,72,52,1,3,3,1,4,0,4,1,1,2,2,174900
843,14,3,299,1,3,3,0,0,0,12,0,2,2,2,4,3,61,11,1,0,3,3,1,4,1,0,0,217,354,1,0,0,411,0,0,462,0,0,2,0,6,2,1,0,6,0,0,0,2,0,0,0,0,0,0,0,9,1,8,4,87,0,66,2,3,3,3,5,5,4,1,2,4,4,141000
844,8,4,810,1,0,3,0,4,0,17,0,2,0,0,4,7,18,0,1,0,13,13,1,4,0,0,0,668,560,1,2,1,587,141,0,239,0,0,1,1,4,1,1,9,6,1,3,321,2,187,0,45,0,0,0,0,8,2,8,4,0,0,35,2,3,3,2,5,5,4,5,2,4,4,153900
845,13,3,925,1,0,3,0,1,0,19,5,2,0,6,4,4,75,31,1,0,6,6,1,4,1,84,0,0,226,1,4,1,389,0,0,415,1,0,2,0,3,1,1,8,3,2,2,266,2,0,0,0,0,0,0,0,0,1,8,4,77,0,61,2,2,3,1,0,5,4,2,0,4,4,171000
846,9,3,474,1,3,3,0,4,0,20,2,2,0,5,6,4,93,43,1,0,6,6,2,4,2,311,0,251,478,1,0,1,5,257,0,450,1,0,2,1,3,1,2,9,6,1,2,125,2,97,159,44,0,0,0,0,9,3,8,4,82,33,79,1,2,3,3,0,5,4,1,2,4,4,213000
847,4,3,903,1,0,3,0,1,0,5,2,2,0,2,4,5,72,22,1,0,6,9,1,4,1,281,0,385,553,1,0,1,580,0,0,710,1,0,1,0,3,1,1,7,6,1,1,77,2,0,0,0,0,0,0,0,10,3,8,4,42,0,58,2,3,3,0,1,5,4,1,2,4,4,133500
848,8,3,21,1,1,0,0,4,0,4,2,2,0,0,5,7,12,47,1,0,13,13,1,4,0,0,0,686,573,1,4,1,210,12,0,622,0,0,3,0,5,1,1,0,6,1,2,85,2,203,126,0,0,26,0,0,11,2,8,4,82,0,2,2,3,3,3,5,5,4,5,2,1,4,240000
849,12,3,512,1,3,3,0,2,0,24,1,2,0,7,5,6,76,44,3,0,9,9,2,2,1,0,0,465,392,1,0,1,67,251,0,485,0,0,2,1,3,1,1,9,6,1,2,198,2,9,2,0,0,0,0,0,10,1,8,4,87,178,62,1,3,3,3,5,5,4,1,1,4,4,187000
850,0,4,107,1,3,3,0,4,0,5,2,2,4,2,5,4,103,53,1,0,12,12,2,4,2,406,0,223,543,1,0,1,570,0,0,705,1,0,1,0,1,1,2,5,6,0,2,121,2,28,0,0,0,0,0,0,2,1,8,4,42,62,89,1,2,3,0,2,5,4,1,0,4,4,131500
851,0,3,68,1,3,3,0,4,0,0,2,2,4,2,7,4,103,53,1,0,12,12,2,4,2,0,0,93,171,1,0,1,276,0,0,259,0,0,2,0,2,1,2,9,6,1,2,107,2,31,72,0,0,0,0,0,7,0,8,4,77,190,89,1,2,3,1,5,5,4,1,0,4,4,215000
852,11,3,218,1,3,3,0,4,0,6,2,2,0,4,6,4,43,0,1,0,8,8,1,2,1,215,0,481,581,1,2,1,618,233,0,379,0,0,2,0,4,1,1,9,6,2,1,25,2,0,0,0,0,6,0,0,10,1,8,4,59,0,29,2,3,3,3,4,5,4,5,2,4,4,164000
853,12,3,769,1,0,3,0,0,0,12,2,2,0,7,5,5,64,14,1,0,8,6,1,2,1,345,0,485,84,1,4,1,273,0,0,255,0,0,1,1,3,1,1,9,6,1,2,287,2,60,0,0,0,0,0,0,10,3,8,4,77,18,50,1,3,3,1,4,5,4,1,1,4,4,158000
854,4,3,943,1,3,3,0,4,0,19,2,2,0,2,4,3,55,24,3,0,13,9,1,4,1,177,10,361,350,1,4,1,407,0,0,452,1,0,1,1,3,1,1,8,6,1,2,149,2,0,128,0,0,57,0,0,9,0,8,0,2,0,41,2,3,3,2,0,4,4,1,2,4,4,170000
855,4,3,194,1,0,3,0,0,0,19,2,2,0,2,4,7,62,60,1,0,6,6,1,2,1,406,0,368,24,1,0,1,26,0,0,16,1,0,1,1,3,1,1,8,6,0,1,34,2,0,6,0,0,0,0,0,6,4,8,4,77,0,48,2,3,3,3,0,5,4,5,2,4,4,127000
856,12,3,671,1,0,2,0,4,1,5,2,2,0,7,5,5,78,28,1,0,9,6,1,4,1,305,83,0,596,1,4,1,17,0,0,10,1,0,1,0,3,1,1,7,6,0,2,245,2,0,0,88,0,0,0,0,1,2,8,4,77,0,67,2,2,1,1,2,3,4,5,2,4,1,147000
857,9,3,313,1,3,3,0,4,0,8,2,2,0,5,5,4,94,45,1,0,6,6,1,4,2,0,0,560,454,1,2,1,488,261,0,276,0,0,2,1,3,1,1,8,6,1,2,79,2,0,122,0,0,0,0,0,5,3,8,4,71,0,80,2,2,3,3,5,5,4,1,0,4,4,174000
858,4,3,606,1,3,3,0,4,0,14,2,2,0,2,6,4,76,26,1,0,6,6,1,4,1,0,0,38,58,1,4,1,241,0,0,213,0,0,2,0,3,1,1,8,6,1,2,171,2,0,0,0,0,0,0,0,8,3,8,3,87,76,62,1,2,3,3,5,5,4,1,1,4,4,152000
859,9,3,676,1,0,3,0,0,0,14,3,2,0,5,5,6,68,34,1,0,6,6,1,4,1,379,0,411,33,1,4,1,302,40,0,649,1,0,2,1,4,1,2,11,6,1,2,273,2,0,154,0,0,42,0,0,10,0,8,4,77,95,54,1,3,3,2,1,5,4,1,2,4,4,250000
860,8,3,263,1,3,3,0,0,0,6,2,2,0,0,6,7,21,48,1,0,13,13,2,4,0,0,0,687,577,1,2,1,613,128,0,243,0,0,1,1,3,1,2,9,6,1,1,19,2,0,92,0,0,0,0,0,8,1,8,4,61,0,13,2,3,3,3,5,5,4,5,2,4,4,189950
861,3,3,735,1,3,3,0,4,0,19,2,2,1,2,4,3,65,15,3,0,9,6,1,4,2,507,0,232,23,1,0,1,25,0,0,15,1,0,1,1,3,1,1,8,6,0,2,191,2,0,0,0,0,0,0,0,6,4,8,4,82,0,51,2,3,3,2,1,5,4,1,2,4,4,131500
862,4,3,517,1,3,3,0,0,0,20,2,2,0,2,5,4,84,35,3,0,6,9,1,4,2,198,0,560,24,1,4,1,70,0,0,48,0,0,2,0,3,1,1,8,6,0,2,172,2,0,0,0,0,0,0,0,7,4,8,4,88,0,72,2,2,3,3,2,5,4,1,2,4,4,152000
863,4,3,293,1,3,3,0,4,0,12,2,2,0,2,4,4,59,9,3,0,3,9,1,4,1,39,0,0,96,1,4,1,108,0,0,86,1,0,1,0,3,1,1,8,6,0,1,301,2,0,0,0,0,0,0,0,9,3,8,4,76,0,45,2,3,3,3,1,5,4,1,2,4,4,132500
864,4,1,374,1,3,3,0,4,0,21,2,2,0,2,6,4,107,58,1,0,12,12,2,4,2,0,0,121,218,1,0,1,242,0,0,214,0,0,2,0,3,1,2,8,6,0,2,212,2,0,36,0,0,0,0,0,7,2,6,5,79,0,94,2,0,3,3,5,5,4,1,0,4,4,250580
865,4,3,387,1,0,3,0,4,0,12,2,2,0,2,4,5,70,20,1,0,8,8,1,4,1,499,0,207,2,1,4,1,1,0,0,0,1,0,1,0,3,1,1,7,6,0,2,378,2,0,0,0,0,0,0,0,10,3,8,4,77,255,59,1,3,3,3,1,5,4,5,2,4,4,148500
866,4,3,638,1,0,1,0,4,0,23,2,2,0,2,7,4,106,57,1,0,12,12,2,4,2,0,0,188,325,1,0,1,363,0,0,379,0,0,2,0,3,1,2,8,6,1,3,367,2,69,167,0,0,0,0,0,2,1,6,5,73,130,93,3,2,3,0,5,5,4,1,1,4,4,248900
867,4,3,202,1,3,3,0,0,0,19,1,2,0,2,3,4,61,11,1,0,12,12,1,4,1,542,0,34,24,1,4,1,86,0,0,64,1,0,1,1,3,1,0,7,6,0,2,224,2,49,0,0,0,0,0,10,7,1,8,4,92,0,47,2,3,3,3,0,5,4,1,1,4,4,129000
868,9,3,891,1,1,3,0,0,0,8,1,2,0,5,4,5,48,0,1,0,9,9,1,4,3,0,0,0,0,1,2,1,317,230,21,615,0,0,2,0,2,1,1,9,6,1,2,301,1,15,38,0,0,0,0,0,7,0,8,4,77,0,65,2,3,3,3,5,5,4,1,2,4,4,169000
869,9,3,547,1,3,3,0,4,0,20,2,2,0,5,6,4,93,44,1,0,8,8,2,4,2,460,0,307,29,1,0,1,43,324,0,519,1,0,2,1,3,1,2,10,6,1,2,243,2,42,175,0,0,0,0,0,8,4,8,4,87,112,79,1,2,3,3,2,5,4,1,0,4,4,236000
870,4,3,183,1,3,3,0,4,0,12,4,2,0,2,4,4,62,12,3,0,8,8,1,4,1,0,0,679,569,1,2,0,600,0,0,721,0,0,1,0,2,1,1,7,6,0,1,62,2,0,0,0,0,0,0,0,10,3,8,4,66,0,48,2,3,3,3,5,5,4,5,2,4,4,109500
871,9,3,387,1,3,3,0,4,0,5,2,2,0,5,5,4,98,48,1,0,12,12,1,4,2,305,0,305,515,1,0,1,541,316,0,401,0,0,2,1,3,1,2,9,6,0,2,207,2,0,164,0,0,0,0,0,8,4,8,4,76,19,84,1,2,3,3,2,5,4,1,1,4,4,200500
872,4,3,410,1,3,3,0,0,0,12,2,2,0,2,4,6,53,46,1,0,14,14,2,4,4,0,0,21,28,1,2,1,612,0,0,728,0,0,1,0,3,1,2,7,6,0,2,118,2,71,0,24,0,0,0,0,1,2,8,4,81,0,39,2,3,3,0,5,5,4,1,2,4,4,116000
873,6,3,775,1,3,3,0,4,0,12,2,2,0,2,4,6,49,0,1,0,6,6,2,4,1,222,0,422,533,1,2,1,23,0,5,154,0,0,1,0,3,1,1,8,6,1,1,49,2,0,106,0,0,0,0,0,11,3,8,4,66,0,35,2,3,3,3,4,5,4,1,2,4,4,133000
874,8,4,149,1,3,3,0,4,0,17,0,2,0,0,4,5,43,0,1,0,13,13,1,4,1,0,0,546,441,1,0,1,475,112,0,73,0,0,1,1,3,1,1,7,6,0,1,14,2,113,0,0,0,0,0,0,10,3,8,0,58,0,29,2,3,3,3,5,5,4,5,2,4,4,66500
876,4,3,7,1,3,1,0,4,1,11,2,2,0,2,3,4,63,13,1,0,6,9,1,4,2,390,0,408,42,1,2,1,26,0,0,16,1,0,1,0,3,1,1,7,6,0,2,289,2,0,0,0,0,0,0,0,0,1,8,4,101,0,49,2,3,3,1,0,5,4,1,2,4,4,132250
878,13,3,746,1,0,3,0,4,0,19,2,2,0,6,4,6,61,45,1,0,6,6,1,4,1,527,0,240,73,1,4,1,114,0,0,90,1,0,1,0,3,1,2,8,3,0,2,245,2,69,0,0,0,0,0,10,8,4,8,4,95,0,73,2,3,3,0,0,5,4,5,2,4,4,148000
879,4,3,205,1,0,3,0,1,0,5,2,2,0,2,4,7,78,55,1,0,12,12,2,2,1,398,0,244,553,1,0,1,580,0,0,710,1,0,1,0,3,1,1,8,6,0,1,76,2,0,0,0,0,0,0,0,9,3,8,4,77,267,64,1,3,3,3,0,5,4,1,2,4,4,136500
880,4,3,208,1,3,3,0,4,0,7,2,2,0,2,4,4,105,56,1,0,12,12,1,4,2,557,0,45,58,1,2,1,64,0,0,43,1,0,1,1,2,1,1,7,6,0,2,145,2,0,136,0,0,0,0,0,8,1,8,4,66,0,91,2,0,1,3,0,5,4,1,0,4,4,157000
881,8,3,863,1,0,3,0,1,0,23,2,2,0,0,6,4,90,41,1,0,6,6,2,2,1,529,0,272,103,1,0,1,135,137,0,424,0,0,2,1,3,1,2,9,6,1,2,107,2,49,122,0,0,0,0,0,6,1,8,4,50,20,76,1,2,3,2,3,5,4,1,1,4,4,187500
882,9,3,514,1,0,3,0,0,0,8,2,2,0,5,5,4,92,43,1,0,12,12,1,4,2,0,0,634,518,1,2,1,544,265,0,348,0,0,2,1,3,1,1,9,6,1,2,100,2,159,126,0,0,0,0,0,3,3,8,4,77,0,79,2,2,3,3,5,5,4,3,1,4,4,178000
883,11,3,168,1,3,0,0,4,0,18,2,2,0,3,3,4,15,0,1,0,13,13,2,4,2,0,0,624,508,1,4,0,643,270,16,600,1,0,1,0,5,1,1,0,6,0,1,139,2,0,66,0,0,0,0,0,5,0,8,4,66,0,83,2,3,0,3,5,5,4,5,2,4,2,118500
884,4,3,221,1,3,3,0,4,0,12,2,2,0,2,4,4,67,17,1,0,6,6,1,4,1,265,0,425,567,1,4,1,598,0,0,719,0,0,1,0,3,1,1,7,6,0,1,49,2,0,0,0,0,0,0,0,9,3,8,4,71,236,53,1,3,3,3,1,5,4,1,1,4,4,100000
886,14,3,340,1,3,3,0,0,0,12,2,2,2,2,4,4,59,55,1,0,8,8,1,4,1,320,0,43,322,1,0,1,392,0,0,420,0,0,2,0,4,2,1,10,6,0,2,251,2,122,142,0,0,0,0,0,8,0,8,3,76,23,91,1,3,3,3,3,5,4,1,0,4,4,145000
887,8,3,921,1,0,3,0,4,0,7,2,2,0,0,4,6,55,5,1,0,8,8,1,2,2,0,0,642,524,1,4,1,584,132,0,228,0,0,1,1,3,1,1,10,6,0,1,56,2,16,0,0,0,50,0,0,6,2,8,4,65,0,41,2,3,3,3,5,5,4,1,2,4,4,135500
888,4,3,911,1,0,3,0,4,1,12,2,2,0,2,7,5,70,20,0,4,13,13,2,2,2,206,133,18,368,1,0,1,435,0,0,597,1,0,2,0,4,1,2,10,6,1,2,275,2,231,76,0,0,43,0,0,1,1,8,4,102,0,56,2,3,1,1,0,4,4,1,2,4,4,268000
889,4,3,778,1,3,3,0,4,0,12,1,2,0,2,5,3,53,3,3,0,13,13,1,4,1,9,0,439,276,1,0,1,298,0,0,291,1,0,1,0,2,1,1,8,6,1,2,192,2,0,0,0,4,0,0,0,4,3,8,4,19,267,39,1,3,3,3,1,5,4,1,1,4,4,149500
890,8,3,305,1,3,3,0,0,0,12,0,2,0,0,4,6,49,56,1,0,8,8,1,2,1,0,0,544,439,1,0,1,473,82,0,734,0,0,1,0,3,1,1,8,6,1,2,245,2,0,0,0,0,0,0,6,9,1,8,4,66,0,89,2,3,3,2,5,5,4,5,2,4,4,122900
891,9,3,690,1,3,3,0,4,0,19,2,2,0,5,5,4,78,28,3,0,6,6,1,4,1,136,98,227,581,1,2,1,618,253,0,402,0,0,2,1,3,1,1,9,6,1,2,139,2,106,0,0,0,0,0,0,9,3,8,4,76,268,64,1,3,3,3,3,4,4,1,1,4,4,172500
892,4,3,345,1,3,3,0,4,0,19,2,2,0,2,5,7,63,53,3,0,6,6,1,4,1,410,0,377,38,1,4,1,48,0,0,32,0,1,1,0,3,1,1,8,6,0,1,36,2,69,0,0,0,0,0,0,4,0,8,4,76,0,49,2,3,3,3,2,5,4,1,1,4,4,154500
893,4,3,838,1,3,3,0,4,0,19,4,2,0,2,4,4,54,4,1,0,13,9,1,4,2,18,0,322,222,1,4,1,248,0,0,221,1,0,1,0,3,1,1,8,6,1,1,83,2,207,16,0,0,0,0,0,8,2,8,4,77,0,40,2,2,3,2,1,5,4,1,2,4,4,165000
894,14,3,207,1,3,0,0,4,0,20,2,2,2,2,4,4,79,29,1,0,9,9,1,4,3,0,0,0,0,1,4,1,312,0,0,311,0,0,2,0,4,2,1,10,6,0,2,107,2,0,0,0,0,0,0,0,8,3,8,2,70,0,65,2,3,3,3,5,5,4,1,2,4,4,118858
895,9,3,212,1,3,3,0,4,0,12,2,2,0,5,5,4,63,13,3,0,6,6,1,4,1,241,0,367,499,1,4,1,667,282,0,460,1,0,1,1,4,1,1,10,6,1,2,175,2,0,137,0,0,0,0,0,1,2,8,4,78,194,49,1,3,3,3,1,5,4,1,1,4,4,140000
896,5,4,390,1,3,3,0,4,0,9,2,2,0,2,3,5,38,0,1,0,13,13,1,4,0,166,0,541,604,1,0,0,640,0,0,746,0,0,1,0,2,1,1,8,6,0,1,73,2,0,106,0,0,0,0,0,6,0,8,0,56,0,24,2,3,3,3,0,5,4,5,2,4,4,106500
897,14,3,207,1,3,3,0,4,0,20,1,2,2,5,4,4,79,29,1,0,9,9,1,4,3,0,0,0,0,1,4,1,86,33,0,602,0,0,2,0,6,2,1,2,6,0,2,211,2,40,0,0,0,0,0,0,8,3,8,2,70,0,65,2,3,3,3,5,5,4,5,2,4,4,142953
899,4,3,204,1,3,3,0,4,0,19,1,2,0,2,4,6,61,44,1,0,6,9,1,4,1,284,0,416,577,1,4,1,168,0,0,135,0,0,1,0,3,1,1,8,6,1,1,49,2,0,0,0,0,0,0,0,8,0,8,4,71,0,47,2,3,3,3,1,5,4,1,2,4,4,135000
900,4,3,238,1,0,3,0,4,0,12,2,2,0,2,3,5,71,21,1,0,6,6,1,4,1,188,0,468,548,1,4,1,576,0,0,707,0,0,1,0,2,1,1,6,6,0,1,309,2,0,0,0,0,0,0,0,8,1,8,4,77,0,65,2,3,3,3,0,5,4,5,2,4,4,110000
901,4,3,378,1,0,3,0,4,0,12,2,2,0,2,4,6,57,50,3,0,8,8,1,2,1,513,0,107,637,1,4,1,209,0,0,174,1,0,1,0,2,1,1,7,6,0,1,332,2,0,0,0,0,0,0,0,7,3,8,4,70,0,54,2,3,3,2,1,5,4,5,2,4,4,153000
902,9,3,285,1,3,3,0,4,0,8,2,2,0,5,6,4,103,53,1,0,12,12,2,4,2,0,0,617,500,1,0,1,543,218,0,294,0,0,2,1,3,1,2,10,6,1,2,103,2,0,162,0,0,0,0,0,9,0,8,4,69,0,89,2,2,3,3,5,5,4,1,0,4,4,180000
903,4,3,896,1,0,1,0,1,0,8,2,2,0,2,6,4,106,56,3,0,12,12,2,4,2,0,0,194,332,1,0,1,376,0,0,395,0,0,2,0,3,1,2,9,6,1,3,313,2,32,149,0,0,0,0,0,10,0,6,5,56,127,92,1,2,3,3,5,5,4,1,1,4,4,240000
904,4,3,166,1,0,3,0,4,0,19,2,2,0,2,4,5,67,17,1,0,6,13,1,4,1,365,0,286,560,1,4,1,606,0,0,725,0,0,1,0,3,1,1,8,6,0,1,49,2,0,0,0,0,0,0,0,10,1,8,4,77,254,53,1,3,3,3,2,5,4,1,2,4,4,125500
905,4,3,545,1,3,3,0,4,0,12,2,2,0,2,4,4,54,4,1,0,6,6,1,4,1,209,58,392,35,1,4,1,44,0,0,29,1,0,1,0,3,1,1,8,6,0,1,42,2,0,0,29,0,0,0,0,4,4,8,4,87,12,40,3,3,3,3,4,3,4,1,1,4,4,128000
906,4,3,847,1,0,3,0,0,0,21,2,2,0,2,7,4,106,56,1,0,12,12,2,4,2,386,0,170,320,1,0,1,360,0,0,373,1,0,2,0,3,1,2,10,6,1,3,364,2,0,149,0,0,0,0,0,8,1,8,4,13,86,92,3,2,3,3,2,5,4,1,1,4,4,255000
907,8,3,727,1,0,3,0,4,0,6,2,2,0,0,6,6,38,37,1,0,3,3,2,4,1,134,0,623,12,1,2,1,13,7,0,556,0,0,1,1,3,1,2,8,6,1,1,9,2,0,0,0,0,58,0,0,8,0,8,4,93,0,24,2,2,3,3,4,5,4,1,0,1,4,250000
908,4,3,409,1,0,2,0,4,1,11,2,2,0,2,4,4,83,33,1,0,6,6,1,4,1,176,63,259,553,1,4,1,606,0,0,725,1,0,1,0,2,1,1,7,6,0,2,176,2,46,0,0,0,0,0,0,8,0,8,4,77,0,69,2,2,3,0,1,0,4,1,2,4,4,131000
909,9,3,807,1,1,3,0,4,0,8,2,2,0,5,5,4,105,55,1,0,12,12,2,4,2,0,0,589,480,1,0,1,503,241,0,278,0,0,2,1,3,1,2,10,6,1,2,101,2,168,91,0,0,0,0,0,8,3,8,4,28,0,91,2,2,3,3,5,5,4,1,0,4,4,174000
910,14,3,732,1,3,3,0,0,0,12,1,2,2,5,4,4,60,10,1,0,8,8,1,4,1,272,0,539,69,1,4,1,76,44,0,609,0,0,2,0,5,2,1,2,6,0,2,172,2,0,0,0,0,0,0,0,0,4,8,4,87,179,46,1,3,3,3,4,5,0,5,2,4,4,154300
911,4,3,468,1,0,3,0,1,1,5,2,2,0,2,4,6,77,39,1,0,6,9,1,4,1,118,0,29,167,1,4,1,187,0,0,154,0,0,1,1,3,1,2,7,6,0,1,30,2,54,0,0,0,0,0,0,1,3,8,4,77,0,64,2,2,1,0,0,5,4,5,2,4,4,143500
912,5,4,162,1,3,3,0,4,0,3,2,2,0,2,4,6,28,0,1,0,8,8,1,4,0,294,0,288,491,1,4,0,12,0,0,7,0,0,1,0,3,1,1,8,2,0,1,145,2,0,0,5,0,4,0,17,9,0,8,0,57,0,13,2,3,3,3,4,5,4,5,2,4,4,88000
913,14,2,170,1,3,1,0,4,0,6,2,2,2,5,4,5,49,0,1,0,8,8,1,4,1,165,0,569,1,1,4,0,0,2,0,542,0,0,2,0,4,2,1,10,6,0,3,368,2,0,0,0,0,0,0,0,10,1,8,4,89,0,35,2,3,3,3,1,5,0,0,2,4,4,145000
914,1,1,61,1,3,3,0,4,0,21,2,2,4,5,5,4,109,59,1,0,12,12,2,4,2,170,0,321,415,1,0,1,461,176,0,126,0,0,2,1,2,1,2,6,6,0,2,211,2,0,87,0,0,0,0,0,8,3,6,5,36,255,95,3,2,3,0,2,5,4,5,1,4,4,173733
915,1,4,40,1,3,3,0,4,0,10,2,2,3,5,3,4,70,20,1,0,5,5,1,4,1,0,0,474,399,1,1,1,451,143,0,44,0,0,1,1,3,1,1,8,6,0,1,47,2,0,0,0,0,0,0,0,0,1,8,4,34,258,56,1,3,3,3,5,5,4,1,2,4,4,75000
916,4,0,427,1,3,3,0,4,0,9,2,2,0,2,1,2,49,0,1,0,0,0,1,4,1,301,0,407,384,1,4,0,444,0,0,662,1,0,0,0,1,1,1,6,6,0,1,62,2,0,0,0,0,0,0,0,1,0,8,0,56,0,44,2,3,3,0,1,5,0,5,2,4,4,35311
917,4,3,934,1,3,3,0,4,0,7,2,2,0,2,3,5,56,6,1,0,12,12,1,4,1,17,0,594,87,1,0,1,164,0,0,130,0,0,1,0,3,1,1,8,6,0,1,46,2,0,0,0,0,0,0,0,6,3,8,4,77,0,42,2,3,3,3,0,5,0,1,1,4,4,135000
